PCA1,PCA2,PCA3
1.5170310507710631,-0.44456614247966436,-0.7755234681410136
0.022566397768130596,2.1218513014036766,-2.0221156844608115
0.6715759602570874,0.8645346053655231,1.2482588307414417
-2.149365928177398,0.052291350870117694,-1.384703532550442
0.18734990233379734,1.0955464433023114,-0.3382254162358346
-0.07818987981095162,0.7845054244055415,1.1400629625413266
-0.8094204487673239,2.1073313068858264,-2.104063844509624
-0.8094204487673239,2.1073313068858264,-2.104063844509624
-0.8094204487673239,2.1073313068858264,-2.104063844509624
0.15366108443179438,2.06285211163098,-2.0827392538548857
-2.532708797136092,1.9922303814789384,-2.193955295516451
-1.7891632427781008,0.1383427047964024,-1.3325164369783704
0.10462752482882656,1.079507613833948,-0.2779680310959234
-0.7364455856153087,2.043679865754153,-2.125084268140538
-2.3798439219669314,-1.9902773952349373,0.7094202768344937
1.5008502999691127,-0.4413150881863634,-0.7663757202303336
0.21095817295593133,1.0581435427636852,-0.3380818030803918
0.2664350328483338,1.0469970709009393,-0.3694455102027231
0.0852106238664857,1.0834088789859093,-0.2669907336031074
-0.8424793753629285,2.200147931902597,-2.1057946077574403
1.1633006656925464,-0.5319179181232695,-0.8313696628773573
3.7302855659479675,-1.6288615116775786,-0.8557700531260581
0.16472745637892927,1.0674322693159735,-0.311945380478449
1.5701963748346155,-0.45524817801479583,-0.8055803541332478
1.4661772625363612,-0.4343485432721473,-0.7467734032788765
0.02814072468218564,2.1742461897523278,-2.0321971718988165
2.9486804041180026,-1.1452255329743148,-0.5487963979775615
3.1287697365096654,-1.2793877825378133,-0.6101379880839016
-0.41170543604223636,0.9331644896563186,1.2948889388517546
-0.8424793753629285,2.200147931902597,-2.1057946077574403
1.4453734400767102,-0.4301686163236175,-0.7350120131080022
-0.7922496367354145,0.8512001754130407,1.2542018692245378
1.4315042251036096,-0.42738199835793106,-0.7271710863274194
-2.2555719570756985,-2.0234111306461817,0.6425360480862967
-0.7977973227246548,0.8523148225993152,1.257338239936771
0.08613523819802574,1.0832231044548635,-0.26751346205514626
1.578517903818476,-0.4569201487942078,-0.8102849102015975
-0.8094204487673239,2.1073313068858264,-2.104063844509624
0.15548131306352883,1.069290014626431,-0.30671809595806043
0.15548131306352883,1.069290014626431,-0.30671809595806043
0.1295921117804077,1.0744917014957125,-0.2920816993009725
-0.8308562493202594,0.9451314476160865,1.2556074766889544
0.10925059648652677,1.0785787411787193,-0.28058167335611767
-1.7262894682333778,0.12571003668529043,-1.3680619717170126
0.4860963398535448,1.1612861535461805,-0.23780368992074546
3.3046569217609187,-1.2167487274269346,-0.750046852012521
-0.23985671693429,0.9902980928798852,-0.3390415103526556
-0.36878053866527255,0.8755507207836325,1.2908571899121033
-0.22598750196118939,0.9875114749141987,-0.3468824371332384
-0.2444797885919902,0.991226965535114,-0.3364278680924613
-0.2352336452765898,0.9893692202246563,-0.34165515261284984
-0.17513371372648712,0.9772938757066816,-0.37563250199537546
-0.19362600035728794,0.9810093663275969,-0.36517793295459844
-0.18900292869958774,0.980080493672368,-0.36779157521479267
-1.7447817548641786,0.12942552730620568,-1.3576074026762355
-1.5438647054665338,0.7715425435151507,1.1470514579285003
-2.7398502883031672,-2.1008628193835124,0.66724006118949
-3.979610321518794,1.033525278550252,-3.2249040927972636
-2.8947607111984692,1.9065505766147453,-2.245096934184445
1.156366058205996,-0.5305246091404263,-0.8274491994870659
-1.7626014417741724,2.068172522755913,-2.097259453261191
1.221089061413799,-0.5435288263136299,-0.8640401911297857
1.1332506999174952,-0.5258802458642822,-0.8143809881860944
1.1817929523233472,-0.5356334087441849,-0.8418242319181344
-0.2306105736188896,0.9884403475694276,-0.3442687948730442
1.1355622357463453,-0.5263446821918966,-0.8156878093161916
1.2858120646216018,-0.5565330434868334,-0.9006311827725056
-0.34430113025037284,-1.1031909887692055,-1.646557418342022
1.1332506999174952,-0.5258802458642822,-0.8143809881860944
-0.3365960108208725,-1.1047391098612536,-1.6509134887756791
3.397183758179374,-1.0769156467629006,-0.5465298695752006
1.6996423812502213,-0.48125661236120304,-0.8787623374186876
-1.7262894682333778,0.12571003668529043,-1.3680619717170126
-1.814127829729682,0.14335861713463813,-1.3184027687733213
-3.161752542038523,0.03442769166642543,-1.654400966183523
1.1240045566020946,-0.5240225005538245,-0.8091537036657058
1.4661772625363612,-0.4343485432721473,-0.7467734032788765
0.1878428146674303,1.0627879060398293,-0.32501359177942035
-0.0717035950406512,1.1965850088069452,-0.21200589163210065
