Bath(s),Bedroom(s),Area_Marlas,Price_per_Marla,Is_Luxury,Type_house,Location_Tier_Low-end,Location_Tier_Mid-range,Size_Category_Medium,Size_Category_Small
4,3,10.0,2500000.0,0,False,False,False,True,False
4,4,10.0,3750000.0,0,True,False,False,True,False
6,5,20.0,3475000.0,0,True,False,False,False,False
4,3,5.0,4500000.0,0,True,False,False,True,False
4,3,5.0,3100000.0,0,True,True,False,True,False
4,3,3.0,2166666.6666666665,0,True,False,True,False,True
6,5,20.0,3925000.0,0,True,False,False,False,False
4,3,5.0,6400000.0,0,True,False,False,True,False
4,3,3.5,2571428.5714285714,0,True,False,True,False,True
4,4,10.0,4750000.0,0,True,False,False,True,False
4,4,10.0,3850000.0,0,True,False,False,True,False
6,5,40.0,7125000.0,0,True,False,False,False,False
6,5,20.0,4250000.0,0,True,False,False,False,False
4,4,10.0,4400000.0,0,True,False,False,True,False
4,4,10.0,4100000.0,0,True,False,False,True,False
4,4,3.5,5428571.428571428,0,True,False,True,False,True
6,5,20.0,6500000.0,0,True,False,False,False,False
5,5,5.0,4700000.0,0,True,False,True,True,False
4,3,10.0,3000000.0,0,False,False,False,True,False
2,2,3.0,2133333.3333333335,0,False,False,True,False,True
4,3,5.0,3600000.0,0,True,False,False,True,False
6,7,10.0,3150000.0,1,True,False,True,True,False
4,3,5.0,4200000.0,0,True,False,True,True,False
6,5,20.0,5500000.0,0,True,False,False,False,False
6,5,20.0,4450000.0,0,True,False,False,False,False
6,5,20.0,4950000.0,0,True,False,False,False,False
6,5,20.0,5375000.0,0,True,False,False,False,False
6,5,20.0,3750000.0,0,True,False,False,False,False
6,5,10.0,4500000.0,0,True,False,True,True,False
6,5,20.0,3875000.0,0,True,False,False,False,False
6,5,20.0,3475000.0,0,True,False,False,False,False
5,4,5.0,3800000.0,0,True,False,True,True,False
6,6,10.0,3250000.0,1,True,False,True,True,False
6,5,20.0,3415000.0,0,True,False,False,False,False
5,5,10.0,2750000.0,0,True,False,True,True,False
6,5,20.0,2975000.0,0,True,False,False,False,False
4,3,3.5,2857142.8571428573,0,True,False,True,False,True
4,3,3.0,3000000.0,0,True,False,True,False,True
6,5,20.0,5000000.0,0,True,False,False,False,False
5,5,5.0,6000000.0,0,True,False,False,True,False
6,5,40.0,11250000.0,0,True,False,False,False,False
3,2,2.2,3636363.6363636362,0,True,False,True,False,True
6,6,20.0,8750000.0,1,True,False,False,False,False
6,5,20.0,3200000.0,0,True,False,False,False,False
6,5,18.0,2305555.5555555555,0,True,False,True,False,False
6,5,11.0,3318181.8181818184,0,True,False,True,False,False
4,3,4.0,2150000.0,0,True,True,False,False,True
4,3,7.0,5285714.285714285,0,True,False,False,True,False
6,5,20.0,3575000.0,0,True,False,False,False,False
4,3,10.0,3200000.0,0,False,False,False,True,False
5,5,10.0,4700000.0,0,True,False,True,True,False
6,5,10.0,3700000.0,0,True,False,True,True,False
6,6,20.0,3100000.0,1,True,False,True,False,False
5,4,10.0,3550000.0,0,True,False,False,True,False
4,3,5.0,3100000.0,0,True,False,True,True,False
6,5,10.0,3300000.0,0,True,False,True,True,False
6,5,10.0,3000000.0,0,True,False,True,True,False
6,5,20.0,3125000.0,0,True,False,False,False,False
6,5,20.0,4575000.0,0,True,False,False,False,False
5,4,20.0,3300000.0,0,True,False,False,False,False
5,4,8.0,3737500.0,0,True,False,True,True,False
6,6,20.0,4080000.0,1,True,False,False,False,False
5,5,20.0,3275000.0,0,True,False,False,False,False
3,3,5.0,3940000.0,0,True,False,True,True,False
6,5,10.0,4500000.0,0,True,False,True,True,False
4,4,5.0,3400000.0,0,True,False,True,True,False
6,5,20.0,4000000.0,0,True,False,False,False,False
5,4,8.0,3250000.0,0,True,False,True,True,False
4,4,5.0,2700000.0,0,True,True,False,True,False
6,5,20.0,4250000.0,0,True,False,False,False,False
4,3,5.0,2600000.0,0,True,True,False,True,False
5,4,7.0,4714285.714285715,0,True,False,True,True,False
6,5,20.0,4700000.0,0,True,False,True,False,False
6,5,10.0,3600000.0,0,True,False,True,True,False
5,5,5.0,5100000.0,0,True,False,True,True,False
1,1,2.4,3166666.666666667,0,False,False,True,False,True
6,5,20.0,3275000.0,0,True,False,False,False,False
1,2,5.0,1020000.0,0,True,True,False,True,False
6,5,8.0,3000000.0,0,True,True,False,True,False
6,5,20.0,7750000.0,0,True,False,False,False,False
6,5,20.0,3600000.0,0,True,False,False,False,False
5,4,10.0,4990000.0,0,True,False,False,True,False
6,5,8.0,3000000.0,0,True,True,False,True,False
6,5,20.0,3500000.0,0,True,False,False,False,False
4,3,3.0,3000000.0,0,True,False,True,False,True
4,3,5.0,3860000.0,0,True,False,False,True,False
4,3,5.5,3909090.909090909,0,True,True,False,True,False
6,5,10.0,2700000.0,0,True,False,True,True,False
5,5,20.0,3800000.0,0,True,False,False,False,False
6,5,10.0,3050000.0,0,True,True,False,True,False
4,4,5.0,3440000.0,0,True,True,False,True,False
6,5,8.0,3175000.0,0,True,False,True,True,False
5,3,5.0,3380000.0,0,True,True,False,True,False
5,3,5.0,3500000.0,0,True,True,False,True,False
6,5,10.0,3300000.0,0,True,True,False,True,False
5,3,5.0,3480000.0,0,True,False,True,True,False
3,4,5.0,4200000.0,0,True,False,True,True,False
6,5,20.0,2875000.0,0,True,False,True,False,False
4,3,5.0,4900000.0,0,True,False,True,True,False
4,3,5.0,3200000.0,0,True,False,True,True,False
4,3,5.0,5200000.0,0,True,False,False,True,False
4,3,3.5,2514285.714285714,0,True,False,True,False,True
5,4,10.0,3500000.0,0,True,False,False,True,False
5,4,10.0,3280000.0,0,True,False,False,True,False
1,1,2.2,2999999.9999999995,0,False,False,True,False,True
5,4,10.0,2750000.0,0,True,False,True,True,False
4,3,5.0,3500000.0,0,True,True,False,True,False
6,6,10.0,3190000.0,1,True,False,True,True,False
6,5,10.0,3350000.0,0,True,False,True,True,False
6,3,5.0,3500000.0,0,True,False,True,True,False
6,5,10.0,2150000.0,0,True,False,True,True,False
5,3,5.0,3500000.0,0,True,False,True,True,False
1,1,1.4,2857142.8571428573,0,False,False,True,False,True
6,5,10.0,3750000.0,0,True,True,False,True,False
4,3,5.0,3800000.0,0,True,False,True,True,False
4,4,5.0,4800000.0,0,True,False,True,True,False
3,3,10.0,4250000.0,0,True,False,False,True,False
6,4,8.0,2975000.0,0,True,True,False,True,False
4,4,5.0,3000000.0,0,True,False,True,True,False
6,5,8.0,3125000.0,0,True,True,False,True,False
1,1,2.6,2307692.3076923075,0,False,False,True,False,True
6,4,10.0,3350000.0,0,True,False,True,True,False
5,4,5.0,3400000.0,0,True,False,True,True,False
5,3,5.0,3600000.0,0,True,False,True,True,False
7,5,10.0,3650000.0,0,True,False,True,True,False
6,5,5.0,5700000.0,0,True,False,True,True,False
2,1,5.0,6400000.0,0,False,False,False,True,False
2,2,7.3,6849315.068493151,0,False,False,False,True,False
4,3,5.0,3500000.0,0,True,True,False,True,False
6,5,20.0,3825000.0,0,True,False,False,False,False
6,5,7.5,3866666.6666666665,0,True,False,True,True,False
5,5,20.0,3750000.0,0,True,False,False,False,False
6,5,20.0,4175000.0,0,True,False,False,False,False
3,3,5.0,4400000.0,0,True,False,True,True,False
6,5,20.0,3375000.0,0,True,False,False,False,False
6,5,10.0,3250000.0,0,True,False,False,True,False
7,8,80.0,5625000.0,1,True,False,False,False,False
1,2,5.0,1020000.0,0,False,True,False,True,False
5,4,12.0,4083333.3333333335,0,True,False,False,False,False
6,5,20.0,3250000.0,0,True,False,False,False,False
6,5,20.0,3750000.0,0,True,False,False,False,False
6,5,20.0,3100000.0,0,True,False,False,False,False
4,3,5.0,3500000.0,0,True,False,False,True,False
6,5,20.0,3750000.0,0,True,False,False,False,False
6,5,20.0,7425000.0,0,True,False,False,False,False
6,5,20.0,3600000.0,0,True,False,False,False,False
6,5,20.0,4875000.0,0,True,False,False,False,False
6,6,10.0,4750000.0,1,True,False,True,True,False
5,5,20.0,2250000.0,0,True,False,True,False,False
6,5,40.0,3250000.0,0,True,False,False,False,False
5,4,10.0,4500000.0,0,True,False,True,True,False
4,4,5.0,4000000.0,0,True,True,False,True,False
4,4,5.0,3700000.0,0,True,True,False,True,False
6,5,20.0,3150000.0,0,True,False,False,False,False
5,4,10.0,3500000.0,0,True,False,False,True,False
6,5,10.0,4250000.0,0,True,False,False,True,False
4,3,5.0,3600000.0,0,True,False,False,True,False
6,5,20.0,3250000.0,0,True,False,False,False,False
6,5,80.0,3625000.0,0,True,False,False,False,False
6,5,20.0,3825000.0,0,True,False,False,False,False
4,3,5.0,4800000.0,0,True,False,False,True,False
5,4,10.0,5300000.0,0,True,False,False,True,False
4,3,5.0,3340000.0,0,True,False,True,True,False
6,4,10.0,2800000.0,0,True,False,True,True,False
6,5,8.0,2875000.0,0,True,False,True,True,False
6,5,20.0,2500000.0,0,True,False,True,False,False
4,3,5.0,3340000.0,0,True,False,True,True,False
6,5,8.0,2875000.0,0,True,False,True,True,False
6,5,10.0,2450000.0,0,True,False,True,True,False
6,4,10.0,2900000.0,0,True,False,True,True,False
6,5,12.0,4166666.6666666665,0,True,False,True,False,False
4,3,3.0,3000000.0,0,True,True,False,False,True
5,5,10.0,3300000.0,0,True,False,True,True,False
6,5,20.0,4975000.0,0,True,False,False,False,False
5,5,10.0,4250000.0,0,True,False,True,True,False
6,5,20.0,4750000.0,0,True,False,False,False,False
6,5,20.0,2500000.0,0,True,False,True,False,False
6,5,8.0,2875000.0,0,True,False,True,True,False
4,3,5.0,3340000.0,0,True,False,True,True,False
6,5,20.0,2500000.0,0,True,False,True,False,False
6,4,10.0,2800000.0,0,True,False,True,True,False
6,5,5.0,5600000.0,0,True,False,True,True,False
1,1,1.9,2210526.3157894737,0,False,False,True,False,True
6,5,5.0,3240000.0,0,True,True,False,True,False
6,5,10.0,3400000.0,0,True,False,True,True,False
6,5,12.0,5208333.333333333,0,True,False,True,False,False
6,5,5.0,4500000.0,0,True,False,True,True,False
6,5,20.0,3050000.0,0,True,False,True,False,False
5,4,20.0,2875000.0,0,True,False,True,False,False
6,5,20.0,4225000.0,0,True,False,False,False,False
6,5,20.0,4075000.0,0,True,False,False,False,False
4,4,10.0,7000000.0,0,True,False,True,True,False
4,3,11.0,3272727.272727273,0,False,False,False,False,False
6,5,20.0,4150000.0,0,True,False,False,False,False
6,5,20.0,4625000.0,0,True,False,False,False,False
4,3,5.0,4100000.0,0,True,False,True,True,False
6,5,20.0,4125000.0,0,True,False,False,False,False
5,4,10.0,3350000.0,0,True,False,False,True,False
6,5,20.0,3625000.0,0,True,False,False,False,False
5,4,10.0,5500000.0,0,True,False,False,True,False
6,5,20.0,2950000.0,0,True,False,False,False,False
6,5,20.0,2450000.0,0,True,False,False,False,False
4,3,4.0,2750000.0,0,True,False,True,False,True
6,5,20.0,3125000.0,0,True,False,False,False,False
4,3,3.5,3142857.1428571427,0,True,False,True,False,True
6,5,20.0,6755000.0,0,True,False,False,False,False
6,5,7.0,3714285.714285714,0,True,False,True,True,False
4,3,5.0,3700000.0,0,True,False,True,True,False
4,3,5.0,4600000.0,0,True,False,False,True,False
7,6,40.0,9500000.0,1,True,False,False,False,False
6,5,20.0,3000000.0,0,True,False,False,False,False
6,5,20.0,5095000.0,0,True,False,False,False,False
6,5,20.0,4250000.0,0,True,False,False,False,False
6,5,20.0,5850000.0,0,True,False,False,False,False
6,5,20.0,5075000.0,0,True,False,False,False,False
6,5,20.0,4900000.0,0,True,False,False,False,False
4,3,5.0,4800000.0,0,True,False,True,True,False
4,3,5.0,4300000.0,0,True,False,False,True,False
5,6,20.0,2625000.0,0,True,False,False,False,False
5,4,10.0,4100000.0,0,True,False,False,True,False
5,4,10.0,4150000.0,0,True,False,False,True,False
6,5,40.0,3375000.0,0,True,False,False,False,False
5,4,10.0,4200000.0,0,True,False,False,True,False
6,6,20.0,6250000.0,1,True,False,False,False,False
4,3,5.0,3260000.0,0,True,False,True,True,False
4,3,5.0,3800000.0,0,True,False,False,True,False
6,6,40.0,4250000.0,1,True,False,False,False,False
6,6,20.0,7500000.0,1,True,False,False,False,False
4,3,5.0,3400000.0,0,True,False,True,True,False
4,4,5.0,3300000.0,0,True,True,False,True,False
4,3,5.0,3200000.0,0,True,True,False,True,False
6,5,20.0,4000000.0,0,True,False,True,False,False
6,5,20.0,4900000.0,0,True,False,False,False,False
6,5,20.0,3975000.0,0,True,False,False,False,False
6,5,20.0,3400000.0,0,True,False,False,False,False
6,5,40.0,3250000.0,0,True,False,False,False,False
5,4,12.9,2480620.1550387596,0,False,False,False,False,False
6,5,20.0,3500000.0,0,True,False,False,False,False
6,5,20.0,6875000.0,0,True,False,False,False,False
4,4,5.0,3600000.0,0,True,True,False,True,False
6,5,20.0,3250000.0,0,True,False,False,False,False
4,3,4.0,2625000.0,0,True,False,True,False,True
4,3,10.0,3250000.0,0,False,False,False,True,False
4,4,5.0,3400000.0,0,True,True,False,True,False
6,5,20.0,6375000.0,0,True,False,False,False,False
6,5,20.0,4075000.0,0,True,False,False,False,False
6,5,20.0,3975000.0,0,True,False,False,False,False
6,5,20.0,3495000.0,0,True,False,False,False,False
5,4,8.0,3062500.0,0,True,False,True,True,False
5,3,5.0,3400000.0,0,True,False,True,True,False
5,3,5.0,3800000.0,0,True,False,True,True,False
6,5,10.0,3300000.0,0,True,False,True,True,False
6,5,10.0,2900000.0,0,True,False,True,True,False
4,3,5.0,5000000.0,0,True,False,False,True,False
5,4,10.0,2850000.0,0,True,False,True,True,False
5,3,5.0,3700000.0,0,True,False,True,True,False
4,4,20.0,2975000.0,0,True,False,False,False,False
6,5,10.0,3100000.0,0,True,False,True,True,False
6,5,20.0,3050000.0,0,True,False,False,False,False
4,3,4.0,3875000.0,0,True,False,True,False,True
4,3,5.0,5500000.0,0,True,False,False,True,False
6,5,20.0,6000000.0,0,True,False,False,False,False
5,5,20.0,6375000.0,0,True,False,False,False,False
5,4,10.0,3170000.0,0,True,False,True,True,False
6,5,8.0,3375000.0,0,True,False,True,True,False
6,5,10.0,2700000.0,0,True,False,True,True,False
6,5,10.0,2950000.0,0,True,False,True,True,False
5,3,6.0,2833333.3333333335,0,True,False,True,True,False
4,3,10.0,3150000.0,0,False,False,False,True,False
4,5,6.0,3000000.0,0,True,False,True,True,False
6,5,10.0,3900000.0,0,True,False,True,True,False
6,5,10.0,4100000.0,0,True,False,True,True,False
5,4,10.0,4500000.0,0,True,False,False,True,False
6,5,20.0,2850000.0,0,True,False,False,False,False
6,5,20.0,2900000.0,0,True,False,False,False,False
6,6,20.0,2875000.0,1,True,False,True,False,False
4,3,5.0,5000000.0,0,True,False,False,True,False
4,3,5.0,4200000.0,0,True,False,False,True,False
5,3,5.0,4800000.0,0,True,False,False,True,False
6,8,24.0,3079166.6666666665,1,True,False,False,False,False
4,3,5.0,6200000.0,0,True,False,False,True,False
5,4,10.0,4250000.0,0,True,False,False,True,False
6,5,20.0,3500000.0,0,True,False,False,False,False
4,3,5.0,5000000.0,0,True,False,False,True,False
1,1,2.1,3047619.0476190476,0,False,False,True,False,True
4,3,5.0,3700000.0,0,True,False,False,True,False
6,5,10.0,2950000.0,0,True,False,True,True,False
6,5,20.0,3800000.0,0,True,False,False,False,False
4,3,5.0,4800000.0,0,True,False,False,True,False
4,3,5.0,3600000.0,0,True,False,True,True,False
4,3,5.0,6100000.0,0,True,False,False,True,False
4,3,8.0,2375000.0,0,True,False,True,True,False
6,5,20.0,3050000.0,0,True,False,False,False,False
3,3,10.0,3150000.0,0,False,False,False,True,False
4,3,5.0,3980000.0,0,True,False,False,True,False
4,3,5.0,4000000.0,0,True,False,False,True,False
4,3,5.0,4000000.0,0,True,False,False,True,False
5,4,10.0,2400000.0,0,True,False,True,True,False
3,3,10.0,2650000.0,0,False,False,False,True,False
5,3,5.0,3100000.0,0,True,True,False,True,False
4,4,10.0,2850000.0,0,True,False,True,True,False
5,3,40.0,1500000.0,0,True,False,True,False,False
4,3,28.0,3125000.0,0,True,False,True,False,False
5,9,80.0,1875000.0,0,True,False,True,False,False
6,5,20.0,5250000.0,0,True,False,False,False,False
6,6,80.0,4750000.0,1,True,False,False,False,False
6,5,20.0,4625000.0,0,True,False,False,False,False
6,5,20.0,3575000.0,0,True,False,False,False,False
4,4,5.0,3000000.0,0,True,True,False,True,False
6,5,10.0,6200000.0,0,True,False,False,True,False
4,3,5.0,4560000.0,0,True,False,False,True,False
5,4,5.0,4180000.0,0,True,False,False,True,False
6,5,20.0,3300000.0,0,True,False,False,False,False
2,2,5.0,1100000.0,0,False,True,False,True,False
6,5,20.0,2725000.0,0,True,False,False,False,False
4,3,5.0,2900000.0,0,True,False,False,True,False
6,6,10.0,3900000.0,1,True,True,False,True,False
6,5,20.0,5075000.0,0,True,False,False,False,False
6,5,10.0,2400000.0,0,True,False,True,True,False
3,3,3.0,3166666.6666666665,0,True,False,True,False,True
4,3,6.0,4583333.333333333,0,True,False,True,True,False
6,6,40.0,8500000.0,1,True,False,False,False,False
6,7,5.0,3400000.0,1,True,False,True,True,False
6,7,20.0,2800000.0,1,True,False,True,False,False
6,5,20.0,5450000.0,0,True,False,False,False,False
6,4,10.0,6750000.0,0,True,False,False,True,False
3,3,5.0,2800000.0,0,True,False,True,True,False
6,6,40.0,3250000.0,1,True,False,True,False,False
6,6,10.0,2650000.0,1,True,False,True,True,False
5,5,10.0,5250000.0,0,True,False,False,True,False
3,3,5.0,4800000.0,0,True,False,False,True,False
6,5,10.0,4800000.0,0,True,False,True,True,False
6,5,10.0,2750000.0,0,True,False,True,True,False
6,5,10.0,3700000.0,0,True,False,True,True,False
6,5,14.0,5642857.142857143,0,True,False,True,False,False
5,4,12.0,5583333.333333333,0,True,False,False,False,False
7,6,22.0,5681818.181818182,1,True,False,False,False,False
6,5,20.0,2900000.0,0,True,False,False,False,False
5,4,10.0,4800000.0,0,True,False,False,True,False
5,5,20.0,4075000.0,0,True,False,False,False,False
6,5,20.0,3800000.0,0,True,False,False,False,False
4,3,10.0,4080000.0,0,True,False,False,True,False
6,5,10.0,3500000.0,0,True,False,True,True,False
5,5,8.0,3250000.0,0,True,False,True,True,False
6,5,10.0,3650000.0,0,True,True,False,True,False
6,5,10.0,4900000.0,0,True,False,True,True,False
5,3,5.0,3500000.0,0,True,False,True,True,False
5,5,20.0,3725000.0,0,True,False,False,False,False
4,4,10.0,4700000.0,0,True,False,False,True,False
6,5,10.8,4629629.62962963,0,True,False,True,False,False
4,3,10.0,3000000.0,0,False,False,False,True,False
5,4,20.0,5000000.0,0,True,False,False,False,False
5,4,5.0,3900000.0,0,True,True,False,True,False
4,3,5.0,5000000.0,0,True,False,False,True,False
6,5,20.0,4725000.0,0,True,False,False,False,False
6,5,40.0,8437500.0,0,True,False,False,False,False
6,5,20.0,4825000.0,0,True,False,False,False,False
6,6,24.0,5625000.0,1,True,False,False,False,False
5,4,20.0,2475000.0,0,True,False,True,False,False
6,5,20.0,3095000.0,0,True,False,False,False,False
1,1,2.0,2250000.0,0,False,False,True,False,True
6,5,10.0,2990000.0,0,True,False,True,True,False
6,5,10.0,3300000.0,0,True,False,True,True,False
6,5,10.8,4861111.111111111,0,True,False,True,False,False
5,3,5.0,3900000.0,0,True,False,True,True,False
5,3,8.0,2062500.0,0,True,False,True,True,False
6,5,10.0,3250000.0,0,True,False,True,True,False
6,5,10.0,2800000.0,0,True,False,True,True,False
3,3,5.0,3400000.0,0,True,False,True,True,False
6,5,10.0,2950000.0,0,True,False,True,True,False
3,3,4.0,4175000.0,0,True,False,True,False,True
6,5,20.0,3000000.0,0,True,False,False,False,False
4,3,5.0,5000000.0,0,True,False,False,True,False
6,6,20.0,4125000.0,1,True,False,True,False,False
6,5,10.0,3600000.0,0,True,False,True,True,False
3,2,6.0,2416666.6666666665,0,True,False,True,True,False
5,4,5.0,3800000.0,0,True,False,True,True,False
4,4,20.0,2975000.0,0,True,False,False,False,False
6,5,20.0,3750000.0,0,True,False,False,False,False
7,6,20.0,4175000.0,1,True,False,False,False,False
6,5,20.0,4425000.0,0,True,False,False,False,False
5,3,3.0,2733333.3333333335,0,True,True,False,False,True
3,2,3.0,1833333.3333333333,0,True,False,True,False,True
6,8,80.0,6500000.0,1,True,False,True,False,False
6,5,20.0,5950000.0,0,True,False,False,False,False
4,3,3.0,2166666.6666666665,0,True,False,True,False,True
4,3,10.0,2600000.0,0,False,False,False,True,False
6,5,20.0,3725000.0,0,True,False,False,False,False
5,3,5.0,4300000.0,0,True,False,True,True,False
6,5,20.0,3250000.0,0,True,False,False,False,False
5,6,12.0,3041666.6666666665,0,True,False,True,False,False
5,5,10.0,3150000.0,0,True,False,True,True,False
6,7,10.0,3150000.0,1,True,False,True,True,False
6,6,7.0,3600000.0,1,True,False,True,True,False
6,6,10.0,3350000.0,1,True,False,True,True,False
6,5,5.0,3800000.0,0,True,False,True,True,False
4,4,10.0,4250000.0,0,True,False,True,True,False
4,3,10.0,2120000.0,0,True,False,True,True,False
6,5,20.0,3800000.0,0,True,False,False,False,False
6,6,20.0,3850000.0,1,True,False,False,False,False
5,5,10.0,5250000.0,0,True,False,False,True,False
6,5,10.0,4900000.0,0,True,False,False,True,False
3,3,10.0,4500000.0,0,True,False,False,True,False
3,3,10.0,3350000.0,0,False,False,False,True,False
5,4,12.0,2625000.0,0,False,False,False,False,False
5,5,20.0,3300000.0,0,True,False,False,False,False
6,6,20.0,3250000.0,1,True,False,True,False,False
6,6,20.0,3250000.0,1,True,False,True,False,False
4,3,5.0,3340000.0,0,True,False,True,True,False
6,5,8.0,2875000.0,0,True,False,True,True,False
6,5,10.0,4200000.0,0,True,False,True,True,False
6,5,20.0,2500000.0,0,True,False,True,False,False
3,3,10.0,4000000.0,0,False,False,False,True,False
6,5,20.0,5225000.0,0,True,False,False,False,False
5,5,17.0,4941176.470588235,0,True,False,False,False,False
5,4,10.0,4150000.0,0,True,False,True,True,False
5,4,20.0,3375000.0,0,True,False,False,False,False
4,4,10.0,4400000.0,0,True,False,False,True,False
5,4,12.0,2791666.6666666665,0,False,False,False,False,False
5,5,40.0,9000000.0,0,True,False,False,False,False
5,5,10.0,5000000.0,0,True,False,True,True,False
5,5,10.0,5500000.0,0,True,False,True,True,False
6,6,10.0,4750000.0,1,True,False,True,True,False
6,6,10.0,5000000.0,1,True,False,True,True,False
4,4,10.0,5000000.0,0,True,False,True,True,False
6,6,20.0,4500000.0,1,True,False,True,False,False
4,3,5.0,3500000.0,0,True,False,True,True,False
4,3,5.5,4727272.7272727275,0,True,True,False,True,False
4,3,5.0,3100000.0,0,True,False,True,True,False
5,5,20.0,3500000.0,0,True,False,True,False,False
2,2,2.5,1080000.0,0,True,False,True,False,True
4,3,5.0,3800000.0,0,True,False,False,True,False
6,6,10.0,5000000.0,1,True,False,True,True,False
4,4,10.0,4500000.0,0,True,False,True,True,False
3,3,10.0,3600000.0,0,True,False,True,True,False
4,3,3.0,4500000.0,0,True,False,True,False,True
4,3,5.0,5100000.0,0,True,False,False,True,False
4,4,10.0,5750000.0,0,True,False,True,True,False
3,3,5.0,4200000.0,0,True,False,True,True,False
4,4,5.0,3900000.0,0,True,False,True,True,False
5,5,5.0,4500000.0,0,True,False,True,True,False
3,3,5.0,4500000.0,0,True,False,True,True,False
3,3,5.0,4200000.0,0,True,False,True,True,False
4,3,5.0,5300000.0,0,True,False,True,True,False
3,2,5.0,2500000.0,0,True,False,True,True,False
5,3,5.0,4400000.0,0,True,False,True,True,False
4,3,8.0,2250000.0,0,True,False,True,True,False
6,6,20.0,8000000.0,1,True,False,False,False,False
6,5,40.0,7750000.0,0,True,False,False,False,False
6,5,12.0,4125000.0,0,True,False,True,False,False
6,6,15.0,3666666.6666666665,1,True,False,True,False,False
5,5,20.0,2750000.0,0,True,False,False,False,False
6,5,12.0,5208333.333333333,0,True,False,True,False,False
4,4,10.0,3250000.0,0,True,False,True,True,False
6,5,20.0,4250000.0,0,True,False,False,False,False
4,3,10.0,2500000.0,0,False,False,False,True,False
4,3,5.0,4700000.0,0,True,False,True,True,False
1,1,1.3,4961538.461538461,0,False,False,True,False,True
1,1,2.9,8275862.068965518,0,False,False,True,False,True
4,3,3.0,3266666.6666666665,0,True,False,True,False,True
4,3,5.0,4200000.0,0,True,False,True,True,False
5,5,10.0,5500000.0,0,True,False,True,True,False
4,4,5.0,4400000.0,0,True,False,True,True,False
5,5,10.0,5000000.0,0,True,False,True,True,False
6,5,20.0,3750000.0,0,True,False,False,False,False
5,4,5.0,3200000.0,0,True,False,True,True,False
6,5,20.0,4625000.0,0,True,False,False,False,False
4,3,4.0,3125000.0,0,True,False,True,False,True
6,6,10.0,2850000.0,1,True,False,True,True,False
5,4,5.0,3300000.0,0,True,False,True,True,False
5,4,5.0,3500000.0,0,True,False,True,True,False
5,4,5.0,3700000.0,0,True,False,True,True,False
6,6,40.0,1975000.0,1,True,False,True,False,False
6,5,20.0,3245000.0,0,True,False,False,False,False
3,3,10.0,2500000.0,0,True,False,True,True,False
3,3,5.0,4500000.0,0,True,False,True,True,False
6,6,20.0,4175000.0,1,True,False,False,False,False
4,3,5.0,4560000.0,0,True,False,True,True,False
6,7,20.0,2800000.0,1,True,False,True,False,False
4,4,11.2,3750000.0000000005,0,True,False,True,False,False
1,1,4.4,7409090.909090908,0,False,False,False,False,True
4,3,3.0,2833333.3333333335,0,True,True,False,False,True
6,7,20.0,2800000.0,1,True,False,True,False,False
6,5,20.0,3975000.0,0,True,False,False,False,False
6,5,8.0,2812500.0,0,True,True,False,True,False
6,5,20.0,3500000.0,0,True,False,False,False,False
5,4,10.0,4500000.0,0,True,False,False,True,False
3,3,10.0,2450000.0,0,False,False,False,True,False
2,2,3.3,3939393.9393939395,0,False,False,True,False,True
6,5,20.0,4975000.0,0,True,False,False,False,False
6,5,20.0,3500000.0,0,True,False,True,False,False
5,4,12.0,2916666.6666666665,0,False,False,False,False,False
4,3,10.0,3250000.0,0,False,False,False,True,False
6,5,20.0,3450000.0,0,True,False,False,False,False
6,5,100.0,4800000.0,0,True,False,True,False,False
6,7,9.0,3388888.888888889,1,True,False,True,True,False
6,5,10.0,3000000.0,0,True,False,True,True,False
5,5,20.0,1750000.0,0,True,False,True,False,False
6,5,20.0,4375000.0,0,True,False,False,False,False
5,5,14.0,3178571.4285714286,0,True,False,False,False,False
5,3,40.0,1487500.0,0,True,False,True,False,False
6,6,20.0,3900000.0,1,True,False,True,False,False
6,5,20.0,3000000.0,0,True,False,False,False,False
5,5,10.0,3400000.0,0,True,False,True,True,False
6,5,20.0,4000000.0,0,True,False,False,False,False
6,5,26.0,6923076.923076923,0,True,False,False,False,False
5,4,10.0,7750000.0,0,True,False,False,True,False
4,3,10.0,4000000.0,0,True,False,False,True,False
5,5,10.0,5000000.0,0,True,False,True,True,False
6,5,20.0,3875000.0,0,True,False,False,False,False
6,5,20.0,3575000.0,0,True,False,False,False,False
6,7,5.0,3540000.0,1,True,False,True,True,False
3,2,5.0,1400000.0,0,True,False,True,True,False
6,5,20.0,5500000.0,0,True,False,False,False,False
6,5,10.0,3950000.0,0,True,False,True,True,False
6,5,10.0,3510000.0,0,True,True,False,True,False
6,6,20.0,2700000.0,1,True,False,False,False,False
6,5,20.0,4625000.0,0,True,False,False,False,False
5,4,64.0,3906250.0,0,True,False,False,False,False
3,3,5.0,3300000.0,0,True,True,False,True,False
6,5,20.0,3375000.0,0,True,False,False,False,False
5,4,5.0,3560000.0,0,True,False,True,True,False
4,4,5.0,3700000.0,0,True,False,True,True,False
6,5,10.0,3500000.0,0,True,False,True,True,False
6,5,30.0,5000000.0,0,True,False,True,False,False
5,3,5.0,2800000.0,0,True,True,False,True,False
6,6,40.0,1500000.0,1,True,False,True,False,False
5,4,5.0,4900000.0,0,True,False,True,True,False
6,5,10.0,4700000.0,0,True,False,True,True,False
